content,score
Bagus,4
Igml,2
BGus apk nya,5
"Habis update malah ngelag mulu liat video dan foto ,saya pikir jaringan intrnet saya tp gliran buka aplikasi lain ternyta lancar ,artinya aplikasi instagramnya yg error",1
okkk,5
Aplikasi nya bagus,5
"Ini ig Akun aku gak bisa masuk padalan udah betol tinggal masuk ke akun nya kok ada tulisan ""gagal masuk"" sih udah ngobrak berkali-kali tetep gagal masuk padalan tinggal masuk ke akun nya ada tulisan gitu tolong bantu aku",1
aneh error,1
Bags,5
Apl bagus saya suka,5
Wow,5
Mantap deh,5
Kenapa GK bisa bikin akun lagi Tulisannya halaman saat ini tidak tersedia,3
"Tolol, keamanan nya lebih tolol dan rendahan di bandingkan Facebook. Penanganannya pun payah dan bodoh, seperti sama sekali ga mau tau apa yang terjadi dengan penggunanya. Bahkan ga ada operator yang dapat dimintai pertolongan",1
Good job,5
Oke aja,5
mantap man,5
Ig sekarang banyak bug nya entah suara musik nya ilang lah apa lah,1
Mantab,5
instagram nya ke blokir knp,1
aplikasi ini sekarang parah banget kita gk ngapa2 in tiba2 akun ti tinjau pelanggaran apa2 an ini,1
"BAGUUSS BINGGIITTSS GEYYSS SUKAK BANGETT LOP"" DEEH",5
gimana ig ni ngk bisa di login kan do maa,1
Bagus sekali kak bikin betah dirumah,5
"Sipp,bagus sekali",5
bagus,5
Bisa kepo in orang,4
Tpo,5
Your is the best,4
"heh tolong balikin fitur arsip di ig ya, drpd fitur itu dihapus noh banyak fitur lain yang gak guna yng bisa dihapus",1
Sangaatt baguus dan bermanfaat,5
😇😇,5
filter pada hilang nonton livestreaming lag,3
Tolong cara mengikuti jangan di persulit dong,1
Top,5
👍👍👍,5
baikk aku sukaa,5
bakal rating rendah terus kalo sampai archive nya dihapus,1
Bnyk bngt fter nyaa dan bagus² filter nyaa dan knp saya kasih 5 ya karena seru bnyk dpt tmn bagus² filter nyaa sama kalo fto bisa 4 fto dan kecerahannya baguss bngtttt,5
Bagus banget,5
Sangat menarik untuk dibaca dan sangatlah mudah mendapatkan apa yang kamu inginkan,4
lumayan tp gak terlalu suka sama ig,3
Keren saya jadi nggk ke sepian,5
Keren,4
Ok banget,5
instagram saya gk bisa di buka tolong untuk di perbarui lagi karna ini sangat tiba²🙏🙏🙏,3
Sangat membantu saya dalam berteman,5
Bisa di pakai jihad,5
KO SEKARANG DI TAB UDA GABISA NAMBAHIN MUSIC KE STORY+GABISA BIKIN CATATAN ?!,1
Cantik banget ⭐⭐,5
Instragram sngat bgus,5
Yutup Yutube,5
"bagus, tapi suka eror",5
Sangat bagus dan menarik,5
Mudah dipahami..,5
"Min kok ig saya g bisa di buka, pas di buka gada gambar cmn muter2 aja semuanya",5
Aplikasi ini sangat menbantu,5
Instagram membantu saya menemukan banyak saudara saudara buat saling sapa dan berinteraksi,5
Luar biasa,5
disabled my account for no reason????,1
so far so good,5
ini kenapa filter pada ilang si?,2
WOY KNP NGIRIM PESAN GX BISA BGST,1
Mindahkan Instagram yg sdh ada ke Hp satunya,4
Good,5
Baguss banget buat komunikasi,5
lumayan,4
Cakep,5
BAGUSSSSS,5
Kooooonnnttttoooll,5
Akan ada masanya aplikasi instagram collapse. Jadi jangan banyak menyombong dengan memperbanyak aturan-aturan gak penting dan banned ini-itu.,1
akun kok kenak hacker terus,1
"sangat baik, dan baik",5
"ENJOY BERSAMA ISTAGRAM LALUI WAKTUMU DENGAN MEMBUAT KENANGAN DI ISTAGRAM TERSEBUT DI KEMUDIAN HARI KAMU AKAN MENGAGUMINYA BAHWA WAKTU NDAK BISA DIULANG TAPI BISA DI KENANG, GOODJOBS DEAR ALL😊♥️",5
sagat bagus,5
Sangat bagus,5
Ini sy g mslh sat ini masih baik,5
Bagus,5
Baik aja,4
banyak iklan.,1
Ngelag cuyyy,5
"Kak jgn gtu klau gk ad ig gimana kak tau tmn hayo,🙏🙏🚫🤫🤬",5
"Aplikasi ampas kerja kek benerin bug. kadang pas udh ngepost sg ada beberapa bagian yang ilang trs harusnya yng ga ada jadi ada pdhl pas masih di edit sblm dipost udah rapih udah bagus tapi giliran di post jadi berubah, benerin bugnya aplikasi gajelas kerja woi. Ada aja lagi bugnya trs ig rusak udh upload sgnya lama banget ngestuck ngulang ngulang di 1% 0% padahal wifi lancar. Rusak bet aplikasinya benerin kek woiii kerja apliksi rusak",1
Good job👍,5
"Akun saya kenapa tiba² ada kode otp, dan kenapa sekarang GK bisa dibuka(dinonaktifkan)",4
shared list saya hilang.,1
tolong untuk bisa di perbarui ig ny,3
Kenapa durasi instastory nya aku masih 15 detik ya,4
Ok,5
Bagus si,4
Karena bisa bikin aku cantik,1
Why nothing dark mode,1
ak gbisa lgin ga tau knpa,1
Jelek,1
please knp ilang filternya,1
Bagus banget bisa bikin Vidio dan foto foto dll 😀😀,5
superrr,5
tidak bisa buka link atau copy link!! aturan DM baru bodoh.,1
Bagussssssss bangtttt,5
"maaf ya kok saya gabisa live ya kak , gimana mkst nya kak",2
i like instagram,5
Hanya kurang pengikut,5
"Gak jelas update terbaru ini video call jadi burem, nggak bisa kamera full ke kita, gak ada fitur sharescreen, lebih enak update an sebelum Nya",1
Sangat bagus,5
Saya suka aplikasi ini 100%saya suka👍👍👍,5
Please fix the translation process again. because it's still very messy and meaningless!,2
Pernah belajar di batam riyo,3
makasih 🥰🥰🥰🥰,5
foto² karena bagus,5
bagus,5
Aplikasi terbaik,5
bagus banget,5
Utk hiburan sekali2 jos,4
Aplikasi yang bagus buat di tonton ketika sedang bosan ...atau mau tidur hehehhehe ...,5
Puaaasss,5
Mantap,5
"Apk yg sangat bagus banyak memberikan faedah asalkan kita bisa memfilter setiap video yg lewat di beranda kita,",4
bagus sekali,5
Sulit masa kagak bisa live,1
membantu sekali,5
Good job,4
"Instagram: acengdis, aingpossible, otopassion",3
wahhh sangat bguss banget,1
Wahsangat bagus kita bisa berfoto-foto bersateman kalau aku bosan maiin lnstagram banyak fitur baru nya pokok nya enak emang hebat,5
👍👍👍,5
Kecewa,2
خلاص ج اللي عندي ما اقدر اقول لك الحمد والشكر على السلامه حبيبي والله ج مرحبا كام ٠س ٠س عارف ليه مش عارف والله بس انا ما عندي شي والله العظيم ما اعرف ج مرحبا ٠س الله وبركاته مساء الخير يا ابو احمد يا غالي ربنا يحفظك من ٠امن الله يسلمك من كل شي تمام بس لا تقول شي اسمه محمد وال محمد وعجل مرحبا ٠س الله وبركاته صباح الورد والياسمين على عيونك يا قلبي انا اللي عندي ما شاء مرحبا ٠س مرحبا الله يا غالي ج مرحبا كام يوم مش عايز حد من ٠امن الله يسلمك من ٠امن الله وبركاته صباح الخير على الناس اللي عندك ج ج ج,5
"Bagus bisa membantu untuk berkomunikasi dengan teman "" aplikasi ini juga bisa saya gunakan untuk foto"" pake filter 😁🥰 saya suka",5
plisss dehh kenapa sih makin sini makin aneh aja tampilan ig,2
ganti nama nya ga bisa,1
Ada masalah di fitur lagu yang ada di bio instagram karena selalu hilang²an padahal sudah dipasang lagu,4
"mantep.,",5
"How come, you removed the music feature on my profile? I'm really annoyed, even though it's a really good feature.Ah, the love in the story has also changed a lot, or in the message.How can you reduce good to bad?",4
Limit terus nih mau main Rp juga.,1
👍,5
The best,5
Ketika mau login verifikasi nya gagal terus,2
Pokoknya keren👍🏼,5
"Tolong dong min tambahin fitur pengganti lagu di postingan foto Instagram, supaya memudahkan dalam mengubah jd ga perlu lgi membuat postingan ulangg",2
data cepat habis,2
Good,3
baik,5
aplikasi nya sangat baguss,5
easy to use,5
Bagus,4
"Akhir"" ini IG anehh.. Tiba"" kaya ngebug sendiri.. Tolong perbaiki.. Semog bisa jadi lebih baik lagii",3
cara bikin ig ada lagu supaya Ki tq bisa vavsfkjfdtoodsgk,5
Aplikasi yang bagus dan bermanfaat 👍,4
"Sharing foto dan gambar atau klip jadi lebih asik, apalagi bisa ditambah potongan musik favorit untuk sound latarnya.. instagram tetap asik 👍",5
sangat memuaskan,5
Terima kasih sangat membantu,5
Good,5
Menarik,5
Tidak bisa masuk,1
Aplikasi yang sangat bagus,5
Efek instagram hilang heran,4
"Baliki ig gw yg kena suspend, gw g ngapa2in woee...",1
Mantap,5
"Pembaharuan bikin susah,, akun saya gak bisa upload lebih dari 10 foto & gak bisa upload landscape, jadinya kepotong terus. Padahal sudah di hapus chace nya dan di-update.",1
Sangat bagus,5
Ini instagram kenapa dah kok pas liat liat story sampe terakhir macet terus pas liat reel di beranda macet juga gak bisa balik malah aplikasinya berhenti balik lagi,1
Suuupeeer,5
Suka banget!! Karena bisa chetingan sama fens lewat apk instagram,5
good,5
Serru siih walaupun baru pake IG ...,5
"Musik pada postingan suka pada hilang tiba tiba , tulisannya music tidak tersedia . Selain itu , sorotan juga suka mengilang music nya dan gak bisa diputar",1
Sangat mudah Pemakaianya,5
Menginstalnya sangat lama,1
Lumayan cakep,5
wahhh,5
kenapa gk bisa live,2
Untuk saat saya sangat suka aplikasi ini karena banyak membantu dalam pemberitaan terbaru dan untuk kreatifitas para konten kreator juga,5
bagus😎😎,5
seru,5
very satisfied,5
Karena Harus buat akun baru tapi kalo Lupa kata sandi gimana,3
"Kadang ada yang aneh aja, aneh aja",3
"apasih gj amat ajukan banding ajukan banding pas udah ajukan banding suruh nrima kode ga muncul"" katane suruh nunggu 1menit udah sampe 2jam tak ulangi"" trs ga nrima"" kode lagi ngopi ya yang bikin kode",1
Filter jelek semua,1
Mantap...,5
bagus pada biasa tapi akun aku kok ngelag,3
Ga jelas arsip ceritanya ga muncul fotonya,2
Bagus banget untukk foto foto,5
Mantap,5
Lumayan baguss👍👍👍,3
Jangan ngelek tolong d perbaiki lgi🙏,3
Ngebug,1
Makin asik,5
kenapa fitur catatan dipostingan dihapus?,4
mantap,5
Kerenn,5
Ok,5
Good,5
Gapapah,5
Aplikasinya sangat bermanfaat,5
Mantap,5
Apk tolol aying,1
Banyak vt yg sy upload dianggap menyalahkan aturan padahal di yg lain tidak bermasalah.....,1
Tolong perbaikin bug Instagram sering keluar sendiri terus pas masuk loading nya lama banget bisa sampe 5 mnt,1
Terbaikkk,5
Saya Masa gabisa update ig si,1
"Ini kenapa yaa kok efek yang sudah saya simpan kok semuanya pada hilang,padahal sayang banget loh efek yang saya simpan itu bagus"",ada apa dengan Instagram sekarang.....kok semuanya pada hilang....padahal saya butuh bgt loh sama efeknya... *TOLONG SEGERA DIPERBAIKI DONG",4
Bagus bgtttt,5
Bagus,5
Seru,5
Ngebug,1
Bagus baik kalo foto kelihatan lebih cerah,5
kenapa saya tidak memberikan 5 bintang karena di berbincang sosmed apakah benar meta akan menghapus arsip ig?? menurut saya arsip itu sangat penting karena kita bisa melihat moment² yang sudah kita posting dan semisal di galeri hilang atau gimana kita bisa melihat di arsip,4
Sangat bagus,5
terbaik untuk kedepan nya🙏🏻,5
Aplikasi ini sangat keren saya mendapatkan informasi lebih banyak,5
Mantap,5
makin membaik yaa bintang ful,5
Ok,5
Sudah,5
Keren,5
kenapa Instagram aku tidak bisa masuk dan eror kenapa tolong diperbaiki,1
Nice application,5
Layanan iklan slot,1
saya suka cuma saya jarang nonton gitu aja pendapat dari saya,3
Bagus,5
Ok yaa,5
Mau ikuti orang sekarang g bisa,1
Trmksih sdah mmbrikan yg trbaik,5
Saya kecewa sekali ada msalah error kalau gk niat buat jangan buat begok tolol ak gk bisa login anjinggg aplikasi nya sampahhhh,1
Bagus,5
aplikasi ini sangat bagus,5
Cakeplah,5
Jadi bagus untuk foto².kalo bug sih sedikit ada,5
👍🏻👍🏻,5
"Bagus banget apk nyaa, semoga kedepannya makin kece lagii",5
Aplikasi nya lumayan bagus,4
Sangat bagussss😊👍👍👍👍👊,5
"M, akbar",5
Bermanfaat sekali,5
Banyak bug...terlalu sering update...lelet,4
Update troooossssss,1
sangat bagus sekali,5
Sangat okee,5
Sangat bagus,5
Mantap,5
"sangat baikk,cmn mohon di lihat ,knp di akun sya TDK bisa follback orng 🙏🏻",4
Nice... Tetapi sering terlalu update,4
Mantap,5
Sangat memuaskan...,5
Bagus banget,5
keren dan berguna,5
Bgud,1
Enak gaisss,5
baguss,5
BAGUS,5
"Sebnarnya secara keseluruhan udah bagus apalagi udah ad ftur flipside dsb Tapi iklan nya ini terlalu banyak kyak liat story dkit iklan liat reels dkit iklan bukan kenapa ya tpi iklannya rata"" judi online semua di report juga ga ngaruh Tolong dong hapus iklan yang berbau penipuan Satu lagi kenapa AKUN SAYA TIDAK BISA MEMPOSTING CERITA DARI CERITA ORANG LAIN KALO SAYA GA DI TAG?!?!?!? tolong dong diperbaiki secepatnyaaa",2
subhanallah kerenz bngt aplikasi IG ini sangat membantu kita yg suka selvi & meyimpan bayak vidio sya betul2 sangat puaas menggunakan aplikasi IG ini bayak menambah wawasan sya juga bisa mengikuti perkembangan para artis boliwod idola sya good joob Aplikasi IG sukses slalu semoga semakin berkembang & terus berkembang...👍👍👍👍👍👍👍♥️,5
Good,5
kok gak bisa buat live sih udah 3 bulan,1
Fuji setiawan 2024 IMSTAGRAM OK,5
bagus,5
Bagus tapi kenapa Saya tdk bisa update,2
cepat terhubung,5
Gembel,1
Aplikasinya bagus banget filternya lucu lucu jadi aku kasih bintang lima,5
kenapa ya gak bisa login gak ada cek kode nya,4
Gw mau login aja gak bisa,1
Bismillah. Aplikasi ini sangat membantu dalam menyebarkan kebaikan jika digunakan dengan bijak. Semoga kita bisa menjadikan media sosial sebagai sarana dakwah dan bukan tempat lalai. 🌿,5
Simple oke good,5
"iq saya di hack orang,, udah coba masuk pakai kode dari nomor telpon,,, tpi eror terus,,,, mohon bantuan nya para suhu",1
oke,5
Huh....,5
Ok,5
Bagus,4
Bagus,5
filter ig di hapus gak asik,3
Mantap,5
Suka aja,5
Tolong dong setelah diperbarui kamera Instagram knp jd besar,1
Ok,5
Luar biasa mantap,5
The best,5
good,5
Saya sangat suka berfoto di Instagram,4
bagus,5
kenapa beberapa fitur terbaru tidak bisa di akun instagram saya,1
Bguss bngett!!;!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!?!??!!???????!!!!?!!!!!!!!!?!!!!!!!!!!!!!! Ngapain liat k bwah,5
Tidak dapat instal,5
"Aplikasi ini dari dulu sampai sekarag Gk pernah berubah Tetap bagus,dan bermamfaat",5
Media Dakwah,5
keren,5
sering ngelag,5
Gacor,5
sangat baguss sekalii,5
Q in aw that's a,4
Pokok bagus,5
👍,5
good,5
Tolong di anelisakan kembali akhir akhir ini play store di dapat update pembaruan pada Instagram untuk mendapatkan versi terbarunya,5
mantap,5
Baik,4
Bagus,5
BANYAK BUG,1
ngebug,1
Bagus,5
"tidak tampil di layar bos. insyagram,facebook,wa dan my telkomsel",1
bagus tp hahh g,5
gacor,5
sistem penghapusan otomaris komentar menyusahkan dan menjengkelkan,1
Memuaskan. Bisa melihat video yang tidak membuat bosan saat gabut,5
Memudahkan hubungan yang leluasa dalam dunia bisnis,5
🫶🫶🫶,5
nurmurni herdiyanti .,5
Oke,5
Sangat bagus,5
Sangat menyenangkan,5
Semakin kesiniii akun saya semakin susah buat posting ataupun repost di ig...selaluuuu ada kesalahannnn....padahal sudah di update terus menerus bahkan sampai uninstall dan install kembali....tetap jugaaa ada kesalahan tiap mau poating atau repost di ig,1
Bagus,5
keren,5
Ok,4
banyak bug,2
oke mantab,5
Kelilin,2
Aplikasi ini memudahkan saya untuk mencari informasi media yang sangat bagus ada perlunya semua ditemukan di sini terimakasih meta,5
Banyak makan data,3
Bagus banget,4
Oke banget aplikasi Nya,5
bagus cuman kok itu centang biru gak dapet² ya,3
terlau menurun,2
Nice,5
Good,5
Heran deh IG saya ga bisa balas pake template keterangan nya gangguan mulu,2
mantap,5
okey,5
ok gan,5
Indonesia yes oke,5
"Halo kak, semoga segera diperbaiki ya, tadi saya mengunggah video di IG.. terbaca durasi sekitar 10 menit begitu juga di slider durasi. Videonya hanya sekitar 2 menit, selain itu beberapa kali macet saat unggah, mohon diperbaiki ya kak, terima kasih 🙏🙏🙏",5
tolong dong ini knp ig ke log out trs,1
"Bagus,...jangkauan luas",5
"Setelah di update Instagram tidak bisa lihat komentar, kadang muncul kadang tidak",2
Bagusss,2
setelah update sangat memuaskan very good,5
baguss aplikasi yg dapat mencurahkan perasaan yg baik,5
gak bisa di downlood jelek banget😒,1
"bagus walau kadang,, ngelag sendiri",3
mantap bro👍,5
"fotonya gabisa di ekspor, jadi gua tiap habis foto pake filter ig kudu di screenshot",4
Apa apaan nih gabisa bikin akun ig nya gw mau protes,1
pokoknya bagus,5
"Ini ig knp si tiba tiba gabisa komentar pdhl ga ngelakuin kesalahan, mna udh ke fitur bantuan msih aja udh 5hari gabisa bisa, tolong y perbaiki",1
so happy with ig,5
Bagus sekali,5
sangat brutal dan menginspirasi,5
Baguss bangett apk nya,5
Bagus banget njirr 🗿🗿🗿🗿🗿,5
Alhamdulillah aplikasinya masih baik-baik saja hanya saja kenapa saat buat second akun sulit sekali ya? halaman sulit dimuat. Mohon bantuannya,5
bagusss bangettt,5
Sungguhembamtu,5
Bagus,5
tolong jadikan saya terkenal,5
Gak bisa mode gelappp,3
Mantap,5
Kerennn bangettt,5
Satu si fix soalnya suka lemot padahal sandi ny udh bener tapi di salahin dan foto ny ga bisa ke simpen dan di hp mama ku ga bisa kirim foto Instagram ny padahal di aku bisa dulu nah itu kan dlu nah pas dlu it ak bisa di kirim nah tapi mama ku g bisa ngirim ke hp ku dan ak coba download lagi pas sandiny bener di salahin sebel aku tuh,1
buat realls ga pernah fyp🥲,3
Baik,4
"Apk nya ngabisin kuota, story diarsip gak muncul eror2an gitu",1
"Bagus, nggak kayak ff",5
Mantap lebih enjoy,5
Saya menyimpan filter tidak bisa padahal udah update,1
Ig nyaaa sangat baguss,2
keren,5
Sangat bagus,5
Jelek bngt ngbisin kuota.girilan dftar lam,1
Bagussss,5
Kadang terjadi error,4
Mantap,1
"Alnya kadang lama Ter update,",4
Bagus lajut in aj,4
Baik,5
Oke,5
nge up demi catatan gold😔,5
suka bgt sm apk ini bintang 5 deh,5
Bagus,5
ngebug trus sekarang,1
keren pokoknya,5
kembalikannn instagram yang duluuuuuuuuu !!!!,4
mantep,5
Baguss bngtt,5
setelah di perbarui kenapa ga bisa buka lagi ya? tolong dong ini perbaiki lebih baik lagi ya,1
tolong beri fitur teman jadi tau siapa yg unfollow,4
Parah banget gaada aktifitas apapun tiba tiba kena pelanggaran sampe gabisa akses ke akun IG lagi😭😭,1
Kalau live bareng biasanya videony nggak muncul. Cuman layar hitam doang yg kelihatan.,4
"kalo update yang rata, masa akun first fiturnya kurang sedangkan akun second fiturnya lengkap ANEH. pdahal 1 device, 1 gmail, udah update apk sm ios ttp aja. oiya akun saya yg lama juga ditangguh kan dengan alasan ga jelas padahal saya gaperna posting apa apa. dasar apk sampah",1
Sangat bagus,5
"mantaaaaaaaapppppp. ,,keren,👍👍👍👍",5
"tolong perbaiki feed ig jadi 1:1 pls, pembaruan saat ini sangat buruk dan tidak penting, saya merasa kasian dengan komunitas yang sudah mengedit susah susah, saya juga merasa itu buruk untuk postingan saya",1
Keren,5
Apik cantik,5
"Bagus banget sih wir , kita jadi percaya diri gtu",5
"kebalikan tampilan font yang lama dong, setelah di update kek alay gitu",3
gk bisa dibuka apknya,1
Semakin sukses dan tetap terbaik bagiku,5
Bagus banget dan seru banget,2
senang banget aku main iG,5
sangat membantu,5
tiba-tiba semua hilang filter dan jj aku endak tau kenapa bisa hilang,2
"thanks buat Instagram, semoga menjadi media untuk peluang usaha yang terbaik",5
Membuat kita tahu tentang dunia,5
keren sih tamvah kan fitur min,5
"Ini bug apalagi dah? Efek cameranya ilang semua woyy, gw kira kudu di update dlu (karena pas ilang sblm di update) ternyata hbis update sama Bae bjir, ttp ngebug2 gajelas, yg bener lah Ig, kerjaannya ngelag pdhl jaringan lgi bagus poll, klo gk ngelag ya ngebug, nglsn banget",1
Sangat bagus dan berguna,5
akun saya ditangguhkan sudah hampir 24 jam padahal tidak ada kekerasan atau sejenisnya yang melanggar aturan komunitas!,1
Sangat baik,5
Saya kasih bintang tiga kar na ini bgs bgt tapi sering kalau saya unduh atau downlod ga bisa tolong di perbaiki y,1
Bagus lah pokoknya,5
Efek nya bagus bagus banget si sumpah,5
Bagus banget ini intagram,5
Bagus,5
I got the same OTP Code 15 times and still cannot login! 😭,1
Sangat membantu sekali untuk mempromosikan produk penjualan,5
Reeal kadang putus putus,1
"Seru+ngehibur dan aku punya bnyk teman online,trimakasih untuk Instagram thank you so much Instagram☺️",5
Sangat baik,5
banyak bug .lag lagi,1
di hpku ga bisa di update,1
ga setuju kalo archive di hapus!!!!!!,1
Baru mulai menjelajah fitur2 di insta aq lgsg falling lope....,5
Ga guna,1
Banyak kawan,5
"Belajar menggunakan media sosial, untuk saat ini say berikan bintang dengan alasan saya menggunakan aplikasinya, untuk kedepannya mgkin klo tidak sejalan dengan pikiran saya mgkin bisa saja bintangnya hilang.",5
baguss,5
Gak bisa login,1
Iklan judi tolong di blokir pantexxx,1
"Tolong repost Ig story di perpanjang waktunya, serius!",3
Bagus,5
Kereen nih aplikasi,5
aku suka sama Instagram karna bisa buat banyak temen dan aku juga di kasih ip sama mimin,5
So good,5
bagus,4
Baguss banget,5
Saya sangat berharap akun saya ramai 🥲😢,4
bagus skaliiiiiiiikii,5
senang trimakasih banyakk,5
Good,5
Gooddd,5
Good,5
Instagram gajls banyak bag,5
coba ada fitur biar orang lain ga bisa stalking followers kita,5
Insya 4JJI,5
👍👍👍,5
Top banget,5
Tolong di perbaiki efek JJ nya,5
Komentar kok sensitip yah. Rewel lama2 instagram ini. Bulan komen kotor/menjelek an lainnya kok di blokir makin lama makin aneh,1
Dinginn🥶tetapi🫠tidak❌kejamm👿,5
Sangat keren 😎,5
Top bgt,5
💖👌,5
Mantap,5
udh update tpi template gbisa di pake,2
sayaa suka aplikasi nya,5
good,5
Bagus,2
Aplikasi nya buruk kerna akun saya gak bisa follow dan like akun orang lain,1
Semangat.,5
Semoga cepat fyp,5
"Wow, menarik fitur²nya 😍🤩",5
Sangat cocok untuk saya,5
"Tidak fair memberitakan situasi Palestina, melarang komentar. Uninstall, ganti tiktok",1
Mantap,5
Bagus piturnya,5
Bagus,5
✌️,5
membantu dalam Pekerjaan,5
Mantuuul👌👌,5
Gak bisa daptar,1
Sangat puasa,1
Seruuuuuu,5
Jihan,5
Media yg bisa mengetahui tentang org org di aeluruh dunia,4
TOP,5
Kasi duit dong,5
memuaskan,1
Terbaik,5
"Bagus """,5
Bg ngelek mulu bjirrr😔,3
aplikasi yang sangat bagus dan inovatif♥️,5
knp akun yang tidak di follow menjadi di beranda,1
"Jadi ga bisa di buka, padahal udah update terbaru lohh",2
perasan dari kemarin ya updateee mulu,4
aplikasi yng sangat bagus buatt kita yng para geng sterrr,5
Ini Instagram apaan dah muncul muat ulang terus 😑😑,1
bagus sih cuma kenapa malah Polin teks nya harus di hapus katanya karna ga banyak di minati padahal diminati bngt malah di hapus Instragram jadi bingung kan mau ngode gimana lagi padahal seru ninggalin jejak☹️☹️,5
sukaaaa banyak efekk jugaa thanjss,5
Sangat berguna,4
Kenapa saya mengikutin sama pengikut knph gabisa yah,5
gaada lagu muter yg bulet di story,5
Saya blm paham tapi saya mencoba memahami.. lumayan cukup membantu kalow udah paham ..,4
Good job,5
Bagus,5
Bagus,5
Sangat bagus,5
まんたぷ,5
Baik,4
Andalan dah kalau Instagram 🤗,5
Kak kok gak bisa masuk ig,3
Sangat keren,5
"Sangat buruk, nggak bisa kirim pesan setelah di update",1
Gimanasih cara cari camera nay,3
Ok. Tingkatin LG bossquh,5
Bagus,5
apknya sngat bagus,5
"Tolong dong pihak instagram ngasi solusi,knp pesan yg saya krim gagal"" terus",3
Sangat baik,5
Aplikasi yang bagus,5
Bagus!!!!2,5
Bagus,5
Bagus seksliiiiiii8i,5
Aplikasi yg baik,5
BAGUS UNTUK DI GUNAKAN SELAGI GABUT,3
Keren,5
Aplikasi ini sangat membantu tapi ada kesalahan dikit tapi menurut aku aplikasih ini bagus banget tapi tolong nya di perhatikan lagi makasih iggggg,2
TOP,5
"Kualitas menurun terlalu Banyak iklan, tidak seperti dulu",1
Nice,5
Aplikasi ini sangat cocok untuk Anda,4
"Bagus bangett,fix sih baut kalian wajib donlowd apk ini di jamin ga ngecewain,gwencanaaaaaaa aaaaa ayo donlowd cepetttt",5
GK bisa login aplikasi aneh udh buat akun tetap GK bisa 😡😡😡😡😡😡😡😡😡😡Plis bantu🗡️,1
Aku kasih renting 5 soalnya bagus bagus filter nya,5
Coba dulu,4
kaga jelas minta masukin email udah di pasukin emailnya malah terjadi kesalahan,1
Sy sangat puas,5
Gak w,1
Ga bisa login 👎👎,1
sangar bagus,5
Berguna sangat,4
Bagus banget,5
"aplikasi eror, setiap dibuka selalu mengikuti orang tak dikenal dengan otomatis.",1
"kenapa sekarang sering ngebug kalau sudah keluar dari aplikasi vidionya masih berputar,",3
Mantap,5
aplikasi terkeren dan sangat aku suka,5
👍,5
"tolong rasio jangan banyak dirubah, ribet amat mau upload video aja.",2
bagus tapi kadang ada bug kalo abis di post mau di edit lagi kadang gak bisa tersimpan itu doang keluhannya,5
hplikasi yang memuaskan,5
Terprioritas deh ni aplikasi❤,1
tidak ada notif nya bintang satu 😹👎,1
ok,5
ok,5
Mantap 👍👍,5
Better,5
Maksudnya apa membatasi aktivitas anda padahal nggak ngapain juga ini udah kedua kalinya Kecewa berat!!!,1
good,4
Ko IG sekarang makin bnyak yg ga jelas semua efek ilang tertinggi beberapa saja makin kesini makin nurun penilaian nya,1
bgus,5
"Ig aku eror atau nge bag gtw, yg penting akun ku g bisa di lihat dari pengikut ku yg mengikutiku, padahal dia polow aku tpi kok akun ku yg dia polow g ada?, padahal sebelum update bisa",2
instagram sangat membantu untuk usaha saya pokoknya mantap pake instagram,5
"saya mau buat profil sorotan,pas udah selesai memuat nya lama banget, padahal jaringannya sudah stabil,jadi mohon diperbaiki",1
Kenapa tidak bisa membuat balasan cerita pake template dari cerita orang lain ya? Males nihhh,2
Eeeh intinya bagus deh,5
Instagram merupakan media sosial yang mudah digunakan dan sebagai wadah untuk menyimpan berbagai momen dalam hidupku,5
Bagus sangat membantu pengguna,5
Seru,4
Bagus,5
Ok banget,5
Mantap,5
Gimana kalo Instagram ini jangan diadakan daftar dulu ke,1
sangat baguss,5
"Good luck with those many problems and bug, mark....",1
sangat cocok untuk dipakai,5
kenapa kalo kita bikin 2 akun satunya update satunya belum update itu sering kayak gitu kenapa ya??,4
Suka sama aplikasi nya,5
Sangat baik,5
"banyak bug, terutama lagu macet saat melihat postingan foto lebih dari 1",2
Min tidak bisa live,5
suka dengan Instagram,5
Semoga bisa jadi sarana dakwah yang bermanfaat bagi ummat aamiin,5
apa ya asix,5
wow,5
Bgus,5
"setelah akun saya terkena ban dan saya tidak bisa membuat akun baru lagi, dan aneh nya setelah saya membuat akun baru dari chrome saya tidak bisa memakai akunnya di aplikasi Instagram tolong diperbaiki yaa",1
Bagus,5
bgus se tpi,5
Sangat membantu para usaha kecil menengah,5
👍,4
"Algoritma nya sampah, konten reals udah klik “tidak tertarik” masih ada konten konten kayak gitu 🤮🤮🤮",1
Jelek kayes ga ngefollow gw,5
Asik,5
Dimas sahputra lovyu,5
Good,5
seringg ngebug pdhl cm mau ganti nama,2
👍👍👍👍👍,5
Asik apk jangan lupa kalo ada masalah pada Instragram di beri tahu,5
Bagus,5
Saya puas dengan tampilan konten video di Instagram,5
"Suka pakek lagu2,👍🏻👍🏻",5
Oke,5
Sangat Bagus,5
Baik,5
Eeuvebe,4
Sangat keren,5
Aplikasi nya sangat baguss,5
Baguss,5
Bagus banget,5
Klo bisa kouta yg di pakai lebih murah,5
good,5
Susah digunakn,2
